Linux 4.13.0-37-generic (darek) 	05/06/2018 	_x86_64_	(4 CPU)

09:55:55 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:15:27 PM     all      0.00      0.12      0.88      0.00      0.00     99.00
10:15:29 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
10:15:31 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
10:15:33 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:15:35 PM     all      0.00      0.00      0.38      0.38      0.00     99.25
10:15:37 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:15:39 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:15:41 PM     all      0.13      0.00      0.00      0.25      0.00     99.62
10:15:43 PM     all      0.00      0.00      0.00      0.13      0.00     99.87
10:15:45 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:15:47 PM     all      0.00      0.00      1.00      0.38      0.00     98.62
10:15:49 PM     all      0.00      0.12      0.12      0.00      0.00     99.75
10:15:51 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
10:15:53 PM     all      0.13      0.00      0.25      0.25      0.00     99.37
10:15:55 PM     all      0.00      0.12      0.50      1.12      0.00     98.25
10:15:57 PM     all      0.13      0.00      0.75      0.00      0.00     99.12
10:15:59 PM     all      0.12      0.12      0.12      0.00      0.00     99.62
10:16:01 PM     all      0.12      0.00      0.12      0.25      0.00     99.50
10:16:03 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:16:05 PM     all      0.00      0.00      0.25      0.38      0.00     99.38
10:16:07 PM     all      0.12      0.00      1.00      0.00      0.00     98.88
10:16:09 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:11 PM     all      0.13      0.00      0.13      0.25      0.00     99.50
10:16:13 PM     all      0.00      0.00      0.13      0.13      0.00     99.75
10:16:15 PM     all      0.00      0.00      0.25      0.13      0.00     99.62
10:16:17 PM     all      0.00      0.00      1.00      0.12      0.00     98.88
10:16:19 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:21 PM     all      0.00      0.00      0.13      0.38      0.00     99.50
10:16:23 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:16:25 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:27 PM     all      0.00      0.13      0.88      0.25      0.00     98.75
10:16:29 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:31 PM     all      0.12      0.00      0.25      0.12      0.00     99.50
10:16:33 PM     all      0.00      0.00      0.13      0.25      0.00     99.62
10:16:35 PM     all      0.00      0.00      0.13      0.25      0.00     99.62
10:16:37 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:16:39 PM     all      0.00      0.13      0.88      0.25      0.00     98.75
10:16:41 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:43 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:16:45 PM     all      0.13      0.00      0.25      0.38      0.00     99.25
10:16:47 PM     all      0.00      0.12      0.12      0.00      0.00     99.75
10:16:49 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:16:51 PM     all      0.12      0.00      0.12      0.38      0.00     99.38
10:16:53 PM     all      0.12      0.12      0.25      0.00      0.00     99.50
10:16:55 PM     all      0.62      0.00      0.25      0.75      0.00     98.38
10:16:57 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
10:16:59 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:17:01 PM     all      0.13      0.00      0.13      0.25      0.00     99.50
10:17:03 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
10:17:05 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
10:17:07 PM     all      0.25      0.00      0.13      0.13      0.00     99.50
10:17:09 PM     all      0.00      0.13      0.88      0.00      0.00     99.00
10:17:11 PM     all      0.00      0.12      0.25      0.25      0.00     99.38
10:17:13 PM     all      0.12      6.88      0.12      0.00      0.00     92.88
10:17:15 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:17:17 PM     all      0.00      0.12      0.00      0.38      0.00     99.50
10:17:19 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:17:21 PM     all      0.12      0.12      0.12      0.00      0.00     99.63
10:17:23 PM     all      0.00      0.00      0.13      0.63      0.00     99.25
10:17:25 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:17:27 PM     all      0.12      0.00      0.37      0.62      0.00     98.88
10:17:29 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:17:31 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:17:33 PM     all      0.12      0.00      0.25      0.25      0.00     99.38
10:17:35 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:17:37 PM     all      0.25      0.00      0.12      0.12      0.00     99.50
10:17:39 PM     all      0.13      0.00      0.88      0.25      0.00     98.75
10:17:41 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:17:43 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
10:17:45 PM     all      0.00      0.00      0.13      0.38      0.00     99.50
10:17:47 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:17:49 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:17:51 PM     all      0.00      0.00      0.25      0.38      0.00     99.38
10:17:53 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:17:55 PM     all      0.13      0.00      0.25      0.75      0.00     98.87
10:17:57 PM     all      0.12      0.12      0.00      0.00      0.00     99.75
10:17:59 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:18:01 PM     all      0.00      0.00      0.13      0.25      0.00     99.62
10:18:03 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:05 PM     all      0.12      0.00      0.25      0.00      0.00     99.62
10:18:07 PM     all      0.00      0.00      0.12      0.38      0.00     99.50
10:18:09 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:11 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:18:13 PM     all      0.12      0.12      0.00      0.38      0.00     99.38
10:18:15 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:18:17 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:19 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
10:18:21 PM     all      0.00      0.12      0.88      0.12      0.00     98.88
10:18:23 PM     all      0.00      0.12      0.12      0.25      0.00     99.50
10:18:25 PM     all      0.00      0.00      0.13      0.13      0.00     99.75
10:18:27 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:29 PM     all      0.00      0.00      0.00      0.38      0.00     99.62
10:18:31 PM     all      0.12      0.12      0.88      0.00      0.00     98.88
10:18:33 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:35 PM     all      0.00      0.13      0.00      0.50      0.00     99.37
10:18:37 PM     all      0.00      0.00      0.25      0.12      0.00     99.63
10:18:39 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
10:18:41 PM     all      0.12      0.00      0.88      0.12      0.00     98.88
10:18:43 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:18:45 PM     all      0.25      0.00      0.25      0.25      0.00     99.25
10:18:47 PM     all      0.00      0.00      0.13      0.13      0.00     99.75
10:18:49 PM     all      0.12      0.00      0.25      0.00      0.00     99.62
10:18:51 PM     all      0.00      0.00      0.88      0.25      0.00     98.87
10:18:53 PM     all      0.25      0.12      0.00      0.00      0.00     99.62
10:18:55 PM     all      0.25      0.00      0.38      0.75      0.00     98.62
10:18:57 PM     all      0.00      0.12      0.25      0.00      0.00     99.62
10:18:59 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:19:01 PM     all      0.12      0.00      1.00      0.25      0.00     98.62
10:19:03 PM     all      0.00      0.12      0.25      0.12      0.00     99.50
10:19:05 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:07 PM     all      0.38      0.00      0.13      0.25      0.00     99.25
10:19:09 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:19:11 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:19:13 PM     all      0.00      0.00      0.37      0.37      0.00     99.25
10:19:15 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:17 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:19:19 PM     all      0.00      0.00      0.13      0.38      0.00     99.50
10:19:21 PM     all      0.12      0.00      1.12      0.00      0.00     98.75
10:19:23 PM     all      0.00      0.13      0.00      0.13      0.00     99.75
10:19:25 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
10:19:27 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:29 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:31 PM     all      0.00      0.00      0.13      0.63      0.00     99.25
10:19:33 PM     all      0.13      0.00      0.88      0.00      0.00     99.00
10:19:35 PM     all      0.00      0.12      0.25      0.50      0.00     99.12
10:19:37 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:39 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:41 PM     all      0.12      0.00      0.12      0.25      0.00     99.50
10:19:43 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:19:45 PM     all      0.00      0.12      0.25      0.12      0.00     99.50
10:19:47 PM     all      0.00      0.00      0.13      0.38      0.00     99.50
10:19:49 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:19:51 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
10:19:53 PM     all      0.25      0.00      1.12      0.25      0.00     98.38
10:19:55 PM     all      0.13      0.00      0.38      0.88      0.00     98.62
10:19:57 PM     all      0.12      0.00      0.25      0.00      0.00     99.62
10:19:59 PM     all      0.12      0.25      0.12      0.00      0.00     99.50
10:20:01 PM     all      0.75      0.00      0.13      1.63      0.00     97.49
10:20:03 PM     all      1.12      0.12      1.37      1.12      0.00     96.26
10:20:05 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:20:07 PM     all      0.12      0.00      0.12      0.88      0.00     98.88
10:20:09 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:20:11 PM     all      0.13      0.00      0.00      0.75      0.00     99.12
10:20:13 PM     all      0.00      0.00      1.12      0.00      0.00     98.88
10:20:15 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:20:17 PM     all      0.13      0.00      0.00      0.25      0.00     99.62
10:20:19 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:20:21 PM     all      0.00      0.00      0.12      0.62      0.00     99.25
10:20:23 PM     all      0.12      0.00      1.00      0.00      0.00     98.88
10:20:25 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:20:27 PM     all      0.00      0.00      0.37      0.62      0.00     99.00
10:20:29 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:20:31 PM     all      0.12      0.12      0.00      0.00      0.00     99.75
10:20:33 PM     all      0.00      0.12      1.00      0.37      0.00     98.50
10:20:35 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:20:37 PM     all      0.00      0.12      0.25      0.25      0.00     99.38
10:20:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:20:41 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:20:43 PM     all      0.12      0.00      0.88      0.38      0.00     98.62
10:20:45 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:20:47 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:20:49 PM     all      0.12      0.12      0.00      0.38      0.00     99.38
10:20:51 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:20:53 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:20:55 PM     all      0.25      0.00      0.88      0.88      0.00     97.99
10:20:57 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
10:20:59 PM     all      0.00      0.00      0.00      0.38      0.00     99.62
10:21:01 PM     all      0.12      0.12      0.12      0.00      0.00     99.62
10:21:03 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:21:05 PM     all      0.00      0.00      1.00      0.25      0.00     98.75
10:21:07 PM     all      0.38      0.00      0.00      0.13      0.00     99.50
10:21:09 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:21:11 PM     all      0.13      0.00      0.00      0.38      0.00     99.50
10:21:13 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:21:15 PM     all      0.25      0.13      0.88      0.63      0.00     98.12
10:21:17 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:21:19 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
10:21:21 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
10:21:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:25 PM     all      0.00      0.00      0.88      0.13      0.00     99.00
10:21:27 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
10:21:29 PM     all      0.12      0.00      0.25      0.00      0.00     99.62
10:21:31 PM     all      0.00      0.00      0.00      0.13      0.00     99.87
10:21:33 PM     all      0.13      0.00      0.13      0.25      0.00     99.50
10:21:35 PM     all      0.00      0.00      0.88      0.13      0.00     99.00
10:21:37 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:21:39 PM     all      0.00      0.13      0.00      0.25      0.00     99.62
10:21:41 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:21:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:45 PM     all      0.13      0.00      1.00      0.25      0.00     98.62
10:21:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:49 PM     all      0.12      0.12      0.00      0.12      0.00     99.62
10:21:51 PM     all      0.13      0.00      0.13      0.25      0.00     99.50
10:21:53 PM     all      0.00      0.12      0.25      0.00      0.00     99.62
10:21:55 PM     all      0.00      0.00      1.25      0.00      0.00     98.75
10:21:57 PM     all      0.13      0.00      0.00      0.38      0.00     99.50
10:21:59 PM     all      0.00      0.00      0.13      0.13      0.00     99.75
10:22:01 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:22:03 PM     all      0.00      0.13      0.00      0.25      0.00     99.62
10:22:05 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:22:07 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:22:09 PM     all      0.00      0.13      0.00      0.38      0.00     99.50
10:22:11 PM     all      0.25      0.00      0.12      0.00      0.00     99.62
10:22:13 PM     all      0.12      0.12      0.12      0.00      0.00     99.62
10:22:15 PM     all      0.13      0.00      1.00      0.88      0.00     97.99
10:22:17 PM     all      0.12      0.00      0.12      0.00      0.00     99.75
10:22:19 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:22:21 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
10:22:23 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:22:25 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:22:27 PM     all      0.00      0.00      0.88      0.25      0.00     98.87
10:22:29 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
10:22:31 PM     all      0.12      0.12      0.25      0.00      0.00     99.50
10:22:33 PM     all      0.00      0.00      0.13      0.25      0.00     99.62
10:22:35 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:22:37 PM     all      0.12      0.00      0.87      0.12      0.00     98.88
10:22:39 PM     all      0.00      0.13      0.13      0.25      0.00     99.50
10:22:41 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
10:22:43 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:22:45 PM     all      0.13      0.00      0.13      0.25      0.00     99.50
10:22:47 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:22:49 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:22:51 PM     all      0.00      0.00      0.13      0.63      0.00     99.25
10:22:53 PM     all      0.12      0.00      0.25      0.00      0.00     99.62
10:22:55 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:22:57 PM     all      0.25      0.12      0.88      0.38      0.00     98.38
10:22:59 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:23:01 PM     all      0.12      0.00      0.25      0.00      0.00     99.63
10:23:03 PM     all      0.00      0.00      0.13      0.25      0.00     99.62
10:23:05 PM     all      0.00      0.00      0.25      0.12      0.00     99.62
10:23:07 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:23:09 PM     all      0.38      0.00      0.13      0.25      0.00     99.25
10:23:11 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:23:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:23:15 PM     all      0.25      0.12      0.12      1.12      0.00     98.38
10:23:17 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:23:19 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:23:21 PM     all      0.25      0.00      0.37      0.37      0.00     99.00
10:23:23 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:23:25 PM     all      0.12      0.00      0.37      0.00      0.00     99.50
10:23:27 PM     all      0.00      0.13      0.88      0.50      0.00     98.50
10:23:29 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:23:31 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:23:33 PM     all      0.00      0.00      0.00      0.38      0.00     99.62
10:23:35 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:23:37 PM     all      0.12      0.12      0.88      0.00      0.00     98.88
10:23:39 PM     all      0.00      0.00      0.25      0.38      0.00     99.38
10:23:41 PM     all      0.12      0.12      0.00      0.00      0.00     99.75
10:23:43 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:23:45 PM     all      0.12      0.00      0.12      0.38      0.00     99.38
10:23:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:23:49 PM     all      0.00      0.00      1.00      0.00      0.00     99.00
10:23:51 PM     all      0.12      0.00      0.00      0.38      0.00     99.50
10:23:53 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:23:55 PM     all      0.00      0.13      0.13      0.00      0.00     99.75
10:23:57 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
10:23:59 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:24:01 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
10:24:03 PM     all      0.13      0.00      0.00      0.25      0.00     99.62
10:24:05 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:24:07 PM     all      0.12      0.00      0.00      0.12      0.00     99.75
10:24:09 PM     all      0.00      0.00      0.75      0.25      0.00     99.00
10:24:11 PM     all      0.12      0.00      0.25      0.12      0.00     99.50
10:24:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:24:15 PM     all      0.25      0.00      0.25      1.00      0.00     98.50
10:24:17 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
10:24:19 PM     all      0.25      0.12      0.87      0.37      0.00     98.38
10:24:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:24:23 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:24:25 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
10:24:27 PM     all      0.00      0.13      0.00      0.00      0.00     99.87
10:24:29 PM     all      0.13      0.00      0.88      0.13      0.00     98.87
10:24:31 PM     all      0.25      0.00      0.00      0.25      0.00     99.50
10:24:33 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:24:35 PM     all      0.00      0.00      0.13      0.13      0.00     99.75
10:24:37 PM     all      0.25      0.12      0.12      0.25      0.00     99.25
10:24:39 PM     all      0.00      0.00      0.88      0.00      0.00     99.12
10:24:41 PM     all      0.00      0.13      0.00      0.25      0.00     99.62
10:24:43 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
10:24:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:24:47 PM     all      0.25      0.12      0.12      0.12      0.00     99.38
10:24:49 PM     all      0.00      0.00      0.88      0.13      0.00     99.00
10:24:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:24:53 PM     all      0.00      0.12      0.25      0.38      0.00     99.25
10:24:55 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:24:57 PM     all      0.38      0.13      0.00      0.00      0.00     99.50
10:24:59 PM     all      0.00      0.12      0.88      0.25      0.00     98.75
10:25:01 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:25:03 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:25:05 PM     all      4.42      0.25      4.17     12.90      0.00     78.26
10:25:07 PM     all      0.25      0.13      0.75      6.88      0.00     91.99
10:25:09 PM     all      0.50      0.13      0.38      0.25      0.00     98.75
10:25:11 PM     all      0.38      0.00      1.00      0.25      0.00     98.37
10:25:13 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:25:15 PM     all      0.38      0.00      0.38      0.75      0.00     98.50
10:25:17 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
10:25:19 PM     all      0.38      0.00      0.13      0.13      0.00     99.37
10:25:21 PM     all      0.13      0.00      1.13      0.25      0.00     98.50
10:25:23 PM     all      0.00      0.00      0.25      0.13      0.00     99.62
10:25:25 PM     all      0.25      0.00      0.25      0.13      0.00     99.37
10:25:27 PM     all      0.38      0.00      0.25      0.13      0.00     99.25
10:25:29 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:25:31 PM     all      0.25      0.00      1.13      0.13      0.00     98.50
10:25:33 PM     all      0.12      0.12      0.37      0.00      0.00     99.38
10:25:35 PM     all      0.50      0.00      0.25      0.00      0.00     99.25
10:25:37 PM     all      0.25      0.00      0.25      0.25      0.00     99.25
10:25:39 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:25:41 PM     all      0.25      0.00      1.00      0.00      0.00     98.75
10:25:43 PM     all      0.38      0.00      0.13      0.13      0.00     99.37
10:25:45 PM     all      0.13      0.00      0.50      0.00      0.00     99.37
10:25:47 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:25:49 PM     all      0.00      0.00      0.38      0.25      0.00     99.37
10:25:51 PM     all      0.38      0.00      1.13      0.00      0.00     98.50
10:25:53 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:25:55 PM     all      0.38      0.12      0.50      1.38      0.00     97.62
10:25:57 PM     all      0.12      0.00      0.50      0.00      0.00     99.38
10:25:59 PM     all      0.38      0.00      0.50      0.00      0.00     99.12
10:26:01 PM     all      0.00      0.13      1.25      0.38      0.00     98.25
10:26:03 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:26:05 PM     all      0.13      0.00      0.38      0.00      0.00     99.50
10:26:07 PM     all      0.50      0.00      0.13      0.25      0.00     99.12
10:26:09 PM     all      0.00      0.00      0.38      0.00      0.00     99.62
10:26:11 PM     all      0.25      0.00      1.12      0.00      0.00     98.62
10:26:13 PM     all      0.13      0.00      0.25      0.25      0.00     99.37
10:26:15 PM     all      0.63      0.00      0.00      0.13      0.00     99.25
10:26:17 PM     all      0.25      0.00      0.13      0.00      0.00     99.62
10:26:19 PM     all      0.25      0.00      0.38      0.25      0.00     99.12
10:26:21 PM     all      0.13      0.00      0.88      0.13      0.00     98.87
10:26:23 PM     all      0.38      0.00      0.38      0.00      0.00     99.25
10:26:25 PM     all      0.13      0.00      0.25      0.38      0.00     99.25
10:26:27 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:26:29 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:26:31 PM     all      0.25      0.13      1.00      0.50      0.00     98.12
10:26:33 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:26:35 PM     all      0.25      0.13      0.25      0.00      0.00     99.37
10:26:37 PM     all      0.25      0.00      0.25      0.25      0.00     99.25
10:26:39 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
10:26:41 PM     all      0.25      0.13      0.25      0.00      0.00     99.37
10:26:43 PM     all      0.25      0.00      1.00      0.38      0.00     98.38
10:26:45 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:26:47 PM     all      0.75      0.00      0.13      0.00      0.00     99.12
10:26:49 PM     all      0.25      0.00      0.25      0.38      0.00     99.12
10:26:51 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:26:53 PM     all      0.38      0.00      1.13      0.00      0.00     98.49
10:26:55 PM     all      0.25      0.12      0.50      1.12      0.00     98.00
10:26:57 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:26:59 PM     all      0.12      0.12      0.25      0.00      0.00     99.50
10:27:01 PM     all      0.50      0.00      0.13      0.25      0.00     99.12
10:27:03 PM     all      0.12      0.12      1.25      0.00      0.00     98.50
10:27:05 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:27:07 PM     all      0.25      0.13      0.13      0.50      0.00     99.00
10:27:09 PM     all      0.75      0.00      0.13      0.13      0.00     99.00
10:27:11 PM     all      0.25      0.00      0.13      0.25      0.00     99.37
10:27:13 PM     all      0.13      0.00      1.00      0.13      0.00     98.75
10:27:15 PM     all      0.00      0.13      0.25      0.00      0.00     99.62
10:27:17 PM     all      0.38      0.00      0.13      0.25      0.00     99.25
10:27:19 PM     all      0.13      0.13      0.25      0.00      0.00     99.50
10:27:21 PM     all      0.13      0.00      0.25      0.13      0.00     99.50
10:27:23 PM     all      0.25      0.00      0.88      0.25      0.00     98.62
10:27:25 PM     all      0.25      0.13      0.13      0.00      0.00     99.50
10:27:27 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
10:27:29 PM     all      0.13      0.13      0.13      0.38      0.00     99.25
10:27:31 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:27:33 PM     all      0.38      0.00      1.13      0.13      0.00     98.37
10:27:35 PM     all      0.13      0.13      0.13      0.25      0.00     99.37
10:27:37 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:27:39 PM     all      0.13      0.13      0.13      0.00      0.00     99.62
10:27:41 PM     all      0.50      0.00      0.13      0.25      0.00     99.12
10:27:43 PM     all      0.38      0.12      0.88      0.12      0.00     98.50
10:27:45 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:27:47 PM     all      0.25      0.00      0.50      0.25      0.00     99.00
10:27:49 PM     all      0.12      0.00      0.25      0.12      0.00     99.50
10:27:51 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:27:53 PM     all      0.13      0.00      1.00      0.38      0.00     98.49
10:27:55 PM     all      0.63      0.00      0.13      0.63      0.00     98.62
10:27:57 PM     all      0.25      0.00      0.13      0.00      0.00     99.62
10:27:59 PM     all      0.12      0.00      0.62      0.12      0.00     99.13
10:28:01 PM     all      0.25      0.00      0.25      0.25      0.00     99.25
10:28:03 PM     all      0.38      0.00      0.50      0.00      0.00     99.12
10:28:05 PM     all      0.12      0.12      1.12      0.00      0.00     98.62
10:28:07 PM     all      0.13      0.13      0.13      0.25      0.00     99.37
10:28:09 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:28:11 PM     all      0.50      0.00      0.13      0.00      0.00     99.37
10:28:13 PM     all      0.00      0.00      0.25      0.38      0.00     99.37
10:28:15 PM     all      0.38      0.00      1.00      0.00      0.00     98.62
10:28:17 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
10:28:19 PM     all      0.38      0.00      0.38      0.25      0.00     99.00
10:28:21 PM     all      0.13      0.00      0.13      0.13      0.00     99.62
10:28:23 PM     all      0.00      0.00      0.50      0.25      0.00     99.25
10:28:25 PM     all      0.25      0.00      1.12      0.00      0.00     98.62
10:28:27 PM     all      0.50      0.00      0.13      0.13      0.00     99.25
10:28:29 PM     all      0.25      0.00      0.25      0.75      0.00     98.75
10:28:31 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
10:28:33 PM     all      0.13      0.00      0.13      0.38      0.00     99.37
10:28:35 PM     all      0.25      0.00      1.13      0.00      0.00     98.62
10:28:37 PM     all      0.25      0.00      0.13      0.13      0.00     99.50
10:28:39 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
